-12.52	-40.30	ITABERABA	BA
-14.78	-39.28	ITABUNA	BA
-14.27	-38.99	ITACARE	BA
-12.98	-40.97	ITAETE	BA
-14.16	-40.00	ITAGI	BA
-14.28	-39.84	ITAGIBA	BA
-16.08	-39.61	ITAGIMIRIM	BA
-11.01	-42.39	ITAGUACUDABAHIA	BA
-15.14	-39.72	ITAJUDOCOLONIA	BA
-14.67	-39.37	ITAJUIPE	BA
-17.03	-39.53	ITAMARAJU	BA
-13.77	-39.68	ITAMARI	BA
-15.24	-40.62	ITAMBE	BA
-12.26	-38.04	ITANAGRA	BA
-17.16	-40.33	ITANHEM	BA
-12.88	-38.67	ITAPARICA	BA
-14.89	-39.42	ITAPE	BA
-15.95	-39.53	ITAPEBI	BA
-15.24	-40.24	ITAPETINGA	BA
-11.31	-38.23	ITAPICURU	BA
-14.42	-39.56	ITAPITANGA	BA
-13.45	-39.94	ITAQUARA	BA
-15.66	-40.06	ITARANTIM	BA
-12.71	-39.69	ITATIM	BA
-13.53	-40.15	ITIRUCU	BA
-10.69	-39.85	ITIUBA	BA
-15.11	-40.07	ITORORO	BA
-13.81	-41.29	ITUACU	BA
-13.73	-39.14	ITUBERA	BA
-14.41	-43.55	IUIU	BA
-13.61	-44.43	JABORANDI	BA
-14.85	-42.43	JACARACI	BA
-11.18	-40.51	JACOBINA	BA
-13.53	-39.97	JAGUAQUARA	BA
-10.26	-40.19	JAGUARARI	BA
-13.11	-38.89	JAGUARIPE	BA
-11.56	-37.78	JANDAIRA	BA
-13.85	-40.08	JEQUIE	BA
-10.06	-38.35	JEREMOABO	BA
-13.25	-39.57	JIQUIRICA	BA
-14.01	-39.88	JITAUNA	BA
-11.35	-41.66	JOAODOURADO	BA
-9.41	-40.50	JUAZEIRO	BA
-16.84	-40.15	JUCURUCU	BA
-11.04	-41.96	JUSSARA	BA
-15.19	-39.49	JUSSARI	BA
-13.51	-41.59	JUSSIAPE	BA
-13.65	-40.21	LAFAIETECOUTINHO	BA
-14.03	-42.14	LAGOAREAL	BA
-13.18	-39.42	LAJE	BA
-17.61	-40.34	LAJEDAO	BA
-12.35	-40.90	LAJEDINHO	BA
-13.47	-40.22	LAJEDODOTABOCAL	BA
-11.78	-38.90	LAMARAO	BA
-11.38	-41.83	LAPAO	BA
-12.89	-38.32	LAURODEFREITAS	BA
-12.56	-41.39	LENCOIS	BA
-14.68	-42.50	LICINIODEALMEIDA	BA
-13.64	-41.84	LIVRAMENTODOBRUMADO	BA
-12.13	-40.36	MACAJUBA	BA
-15.56	-40.42	MACARANI	BA
-13.01	-42.69	MACAUBAS	BA
-9.16	-39.05	MACURURE	BA
-12.74	-38.62	MADREDEDEUS	BA
-14.66	-41.49	MAETINGA	BA
-15.62	-40.26	MAIQUINIQUE	BA
-11.71	-40.14	MAIRI	BA
-14.33	-43.77	MALHADA	BA
-14.38	-41.87	MALHADADEPEDRAS	BA
-14.14	-40.24	MANOELVITORINO	BA
-10.71	-44.03	MANSIDAO	BA
-13.44	-40.43	MARACAS	BA
-12.77	-38.91	MARAGOGIPE	BA
-14.10	-39.01	MARAU	BA
-13.00	-40.53	MARCIONILIOSOUZA	BA
-15.56	-39.30	MASCOTE	BA
-12.53	-38.29	MATADESAOJOAO	BA
-13.90	-42.84	MATINA	BA
-17.37	-40.22	MEDEIROSNETO	BA
-11.42	-40.59	MIGUELCALMON	BA
-12.87	-39.85	MILAGRES	BA
-10.95	-40.57	MIRANGABA	BA
-14.24	-40.77	MIRANTE	BA
-10.43	-39.33	MONTESANTO	BA
-11.55	-43.28	MORPARA	BA
-11.55	-41.15	MORRODOCHAPEU	BA
-15.02	-42.36	MORTUGABA	BA
-13.00	-41.37	MUCUGE	BA
-18.08	-39.55	MUCURI	BA
-11.96	-41.63	MULUNGUDOMORRO	BA
-11.85	-40.47	MUNDONOVO	BA
-13.00	-39.11	MUNIZFERREIRA	BA
-12.06	-43.54	MUQUEMDESAOFRANCISCO	BA
-12.62	-38.99	MURITIBA	BA
-13.22	-39.50	MUTUIPE	BA
-13.03	-39.01	NAZARE	BA
-13.59	-39.10	NILOPECANHA	BA
-10.82	-39.42	NORDESTINA	BA
-14.79	-40.14	NOVACANAA	BA
-11.60	-39.63	NOVAFATIMA	BA
-13.81	-39.62	NOVAIBIA	BA
-13.02	-40.06	NOVAITARANA	BA
-12.81	-41.07	NOVAREDENCAO	BA
-11.23	-38.48	NOVASOURE	BA
-17.89	-39.37	NOVAVICOSA	BA
-12.80	-42.16	NOVOHORIZONTE	BA
-10.31	-38.40	NOVOTRIUNFO	BA
-11.36	-38.33	OLINDINA	BA
-12.31	-42.89	OLIVEIRADOSBREJINHOS	BA
-12.01	-38.61	OURICANGAS	BA
-10.97	-41.08	OUROLANDIA	BA
-14.26	-43.16	PALMASDEMONTEALTO	BA
-12.52	-41.55	PALMEIRAS	BA
-13.44	-42.23	PARAMIRIM	BA
-12.69	-43.18	PARATINGA	BA
-10.68	-37.86	PARIPIRANGA	BA
-15.46	-39.65	PAUBRASIL	BA
-9.40	-38.22	PAULOAFONSO	BA
-11.83	-39.61	PEDESERRA	BA
-12.15	-38.65	PEDRAO	BA
-10.01	-37.89	PEDROALEXANDRE	BA
-13.15	-41.77	PIATA	BA
-10.00	-42.50	PILAOARCADO	BA
-14.49	-42.68	PINDAI	BA
-10.74	-40.36	PINDOBACU	BA
-11.81	-39.90	PINTADAS	BA
-13.76	-39.37	PIRAIDONORTE	BA
-14.94	-41.72	PIRIPA	BA
-11.73	-40.55	PIRITIBA	BA
-13.25	-40.36	PLANALTINO	BA
-14.67	-40.47	PLANALTO	BA
-14.53	-40.36	POCOES	BA
-12.43	-38.32	POJUCA	BA
-10.86	-40.13	PONTONOVO	BA
-16.45	-39.06	PORTOSEGURO	BA
-15.59	-39.87	POTIRAGUA	BA
-17.34	-39.22	PRADO	BA
-11.29	-41.98	PRESIDENTEDUTRA	BA
-14.68	-41.67	PRESIDENTEJANIOQUADROS	BA
-13.44	-39.42	PRESIDENTETANCREDONEVES	BA
-10.97	-39.62	QUEIMADAS	BA
-10.75	-39.21	QUIJINGUE	BA
-11.41	-40.12	QUIXABEIRA	BA
-12.40	-39.50	RAFAELJAMBEIRO	BA
-9.62	-42.08	REMANSO	BA
-11.49	-39.42	RETIROLANDIA	BA
-11.74	-44.91	RIACHAODASNEVES	BA
